record_id,year,round,event,session_id,driver_id,available_at,leader_lap,audio_url,audio_duration_seconds,model_id,library,library_version,device,compute_type,language_setting,detected_language,language_probability,beam_size,vad_filter,temperature,condition_on_previous_text,status,failure_reason,raw_transcript,normalized_transcript,segment_count,average_log_probability,maximum_no_speech_probability,processing_seconds,rss_mb_after,suspicious_flags
bdb53de0cb61662f0801,2024,1,Bahrain Grand Prix,f1:2024:1:race,f1:LANNOR01,6533.145,30,https://livetiming.formula1.com/static/2024/2024-03-02_Bahrain_Grand_Prix/2024-03-02_Race/TeamRadio/LANNOR01_4_20240302_155225.mp3,11.28,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Ok Lano, suggest then... If I get ahead I'll be able to push a lot more, I just can't in the state of the air. Ok, suggest Red Air 11 then, Red Air 11.","Ok Lano, suggest then... If I get ahead I'll be able to push a lot more, I just can't in the state of the air. Ok, suggest Red Air 11 then, Red Air 11.",2,-0.5372800827026367,0.41938579082489014,7.0356412999972235,1252.5234375,
01d1686be3a2f9127bca,2024,1,Bahrain Grand Prix,f1:2024:1:race,f1:NICHUL01,7388.408,38,https://livetiming.formula1.com/static/2024/2024-03-02_Bahrain_Grand_Prix/2024-03-02_Race/TeamRadio/NICHUL01_27_20240302_160615.mp3,6.456,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Okay, can we try and let him through before turn four and then he's got Sonoda 1.2 behind.","Okay, can we try and let him through before turn four and then he's got Sonoda 1.2 behind.",2,-0.35878341773460654,0.3072379231452942,5.84308979999696,1254.48046875,
3f178622c44fe5af07c2,2024,1,Bahrain Grand Prix,f1:2024:1:race,f1:LEWHAM01,8380.774,49,https://livetiming.formula1.com/static/2024/2024-03-02_Bahrain_Grand_Prix/2024-03-02_Race/TeamRadio/LEWHAM01_44_20240302_162302.mp3,2.424,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, I'm jumping off.,I'm jumping off.,1,-1.2604296952486038,0.3315233290195465,4.916976900000009,1253.69140625,low_confidence
627f97ccf0d5a7fb5ac9,2024,1,Bahrain Grand Prix,f1:2024:1:race,f1:ALEALB01,9375.245,57,https://livetiming.formula1.com/static/2024/2024-03-02_Bahrain_Grand_Prix/2024-03-02_Race/TeamRadio/ALEALB01_23_20240302_164056.mp3,14.04,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," He drove very well today and next week. We didn't give you the car you needed there. Well done for juggling really exactly a number of issues at the rate. We're going to get that right next week and come back. The car isn't bad, we're just going to give you a proper package to work with.","He drove very well today and next week. We didn't give you the car you needed there. Well done for juggling really exactly a number of issues at the rate. We're going to get that right next week and come back. The car isn't bad, we're just going to give you a proper package to work with.",4,-0.2932523524290637,0.3636362552642822,9.128759000002901,1250.875,
db5ddd59bc986b6f80c1,2024,1,Bahrain Grand Prix,f1:2024:1:race,f1:VALBOT01,9375.245,57,https://livetiming.formula1.com/static/2024/2024-03-02_Bahrain_Grand_Prix/2024-03-02_Race/TeamRadio/VALBOT01_77_20240302_164213.mp3,2.136,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Yeah, tough luck.","Yeah, tough luck.",1,-0.5218386501073837,0.14848358929157257,5.176273000000947,1253.4765625,
8bcc172f800623c510a4,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:GEORUS01,1161.116,,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/GEORUS01_63_20251207_162402.mp3,10.68,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Sometimes sunset, sun's about bright. It'll be just after 5.30.","Sometimes sunset, sun's about bright. It'll be just after 5.30.",2,-0.5360036844556982,0.25427761673927307,5.931551699999545,1257.765625,
1b43ac3bb8e7475fb7c6,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:GABBOR01,3019.02,,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/GABBOR01_5_20251207_165505.mp3,1.632,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, Thank you.,Thank you.,1,-0.9171276291211446,0.8661424517631531,4.799892200000613,1252.31640625,low_confidence
5bbfc3b54b34c8ee7635,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:LANNOR01,3871.408,4,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/LANNOR01_4_20251207_170931.mp3,10.416,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," And we're happy with this as long as you're comfortable. This will be plan a target lap, plan a target lap.","And we're happy with this as long as you're comfortable. This will be plan a target lap, plan a target lap.",2,-0.4193751754299287,0.10630741715431213,5.952290000001085,1256.9296875,
ae858548b54923d2291b,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:OSCPIA01,4180.754,7,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/OSCPIA01_81_20251207_171436.mp3,6.048,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, Let's see if we can start putting this up and under pressure.,Let's see if we can start putting this up and under pressure.,1,-0.3777286585639505,0.12998254597187042,5.28121999999712,1254.78125,
4df79c5f836cfde079a0,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:YUKTSU01,5370.942,20,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/YUKTSU01_22_20251207_173426.mp3,7.584,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Okay, we expect Norris to be in your DRS within one lap. All you can when he catches.","Okay, we expect Norris to be in your DRS within one lap. All you can when he catches.",1,-0.258861665725708,0.22078737616539001,5.6665193000008,1252.03125,
a10902306b8f99f9c26a,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:MAXVER01,6530.428,33,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/MAXVER01_1_20251207_175342.mp3,12.384,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Basically, we need our fastest stint to the end, Max. We don't want to give away too much race time to Piastri, who will undoubtedly be relatively quick on his medium.","Basically, we need our fastest stint to the end, Max. We don't want to give away too much race time to Piastri, who will undoubtedly be relatively quick on his medium.",3,-0.31985756495724554,0.7412766218185425,6.811235499997565,1256.875,low_confidence
270e9276bb1642362d98,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:OSCPIA01,7265.807,42,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/OSCPIA01_81_20251207_180601.mp3,7.44,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, I don't want to be giving up too much time. We want to see whether we can chase down Verstappen here.,I don't want to be giving up too much time. We want to see whether we can chase down Verstappen here.,1,-0.19827426622311276,0.34487441182136536,5.860712499998044,1256.28125,
8fb61c40c51e423dae24,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:OSCPIA01,7479.293,44,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/OSCPIA01_81_20251207_180918.mp3,11.592,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,, What's the picture in front? How do I win this race? Stefan is on your pitstop window. He's doing 27.9.,What's the picture in front? How do I win this race? Stefan is on your pitstop window. He's doing 27.9.,2,-0.4337856278699987,0.43818870186805725,6.1582575000029465,1251.1328125,
58873bfeacf456d1c406,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:LANNOR01,8394.718,54,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/LANNOR01_4_20251207_182444.mp3,7.632,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Is he struggling with Brady? For Oscar, it's more the rares.","Is he struggling with Brady? For Oscar, it's more the rares.",2,-0.5498856589907691,0.4082849621772766,5.680392100002791,1257.08203125,
dbb3be6dae4048ad9e94,2025,24,Abu Dhabi Grand Prix,f1:2025:24:race,f1:MAXVER01,8886.836,58,https://livetiming.formula1.com/static/2025/2025-12-07_Abu_Dhabi_Grand_Prix/2025-12-07_Race/TeamRadio/MAXVER01_1_20251207_183223.mp3,26.04,medium.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,False,0.0,False,success,," Max, you have given everything. You can be proud of that, mate. Hold your head up high. I'm sure that one final time in this class, it's wonderful. And the second half of this season, we can be really, really proud of that. So don't be disappointed. I'm definitely not disappointed. I'm really proud of everyone. We never give up.","Max, you have given everything. You can be proud of that, mate. Hold your head up high. I'm sure that one final time in this class, it's wonderful. And the second half of this season, we can be really, really proud of that. So don't be disappointed. I'm definitely not disappointed. I'm really proud of everyone. We never give up.",4,-0.38573387129740283,0.46868768334388733,9.534014600001683,1250.98046875,
a4b32135bee93aff528d,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:DANRIC01,61.025,,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/DANRIC01_3_20210328_152259.mp3,8.472,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,True,0.0,False,success,, And Daniel wind feedback we've seen 30 kph tailwind braking for turn 13 so strength a little higher than qualifying,And Daniel wind feedback we've seen 30 kph tailwind braking for turn 13 so strength a little higher than qualifying,1,-0.28373521681015307,0.028752584010362625,2.2832043999987945,748.39453125,
e379bf084fef0c643829,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:MICSCH02,1880.665,,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/MICSCH02_47_20210328_160015.mp3,10.008,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,True,0.0,False,success,," Okay, make sure pit limiter is on. Keep the pit limiter until the line, and remember, those rates start before the start. Have fun!","Okay, make sure pit limiter is on. Keep the pit limiter until the line, and remember, those rates start before the start. Have fun!",1,-0.3272376588412694,0.05162905529141426,2.1593847000003734,750.6328125,
1cf6244e289cf4991d69,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:VALBOT01,2976.335,6,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/VALBOT01_77_20210328_161858.mp3,7.632,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,True,0.0,False,success,, So the stopping ahead has got a problem with the diff. Everything to play with. Come on Valtry.,So the stopping ahead has got a problem with the diff. Everything to play with. Come on Valtry.,1,-0.4471718691862546,0.018227772787213326,2.0353529999993043,748.37890625,
935cfc6715c26d86b3b7,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:CARSAI01,3711.677,13,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/CARSAI01_55_20210328_163114.mp3,5.232,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,True,0.0,False,success,, Call is my base. Base is still good.,Call is my base. Base is still good.,2,-0.5111424843470256,0.06993468850851059,1.8542945999979565,758.3515625,
001f755456fb4a3ffaa1,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:LANNOR01,4625.025,23,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/LANNOR01_4_20210328_164648.mp3,19.344,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,True,0.0,False,success,," Lando, how are the tyres? How are the tyres? I can't hear you Lando, mine out Everything is fine from my side Understood I guess I'll three tyres Just a general drop off on lap time","Lando, how are the tyres? How are the tyres? I can't hear you Lando, mine out Everything is fine from my side Understood I guess I'll three tyres Just a general drop off on lap time",7,-0.3073169574141502,0.21599216759204865,2.7597166999985348,750.10546875,
65176951b41734010473,2021,1,Bahrain Grand Prix,f1:2021:1:race,f1:FERALO01,5359.196,30,https://livetiming.formula1.com/static/2021/2021-03-28_Bahrain_Grand_Prix/2021-03-28_Race/TeamRadio/FERALO01_14_20210328_165848.mp3,14.76,small.en,faster-whisper,1.2.1,cpu,int8,en,en,1.0,5,True,0.0,False,success,," The deployment issue seems quite big. Yeah, copy that for now. We are aware, unfortunately, nothing we can do. Let's keep pushing.","The deployment issue seems quite big. Yeah, copy that for now. We are aware, unfortunately, nothing we can do. Let's keep pushing.",2,-0.3523692352431161,0.09860160946846008,2.177304600001662,752.140625,
